type,Province/State,Country/Region,Lat,Long,date,cases
confirmed,,Thailand,15.0,101.0,1/22/20,2
confirmed,,Thailand,15.0,101.0,1/23/20,3
confirmed,,Thailand,15.0,101.0,1/24/20,5
confirmed,,Thailand,15.0,101.0,1/25/20,7
confirmed,,Thailand,15.0,101.0,1/26/20,8
confirmed,,Thailand,15.0,101.0,1/27/20,8
confirmed,,Thailand,15.0,101.0,1/28/20,14
confirmed,,Thailand,15.0,101.0,1/29/20,14
confirmed,,Thailand,15.0,101.0,1/30/20,14
confirmed,,Thailand,15.0,101.0,1/31/20,19
confirmed,,Thailand,15.0,101.0,2/1/20,19
confirmed,,Thailand,15.0,101.0,2/2/20,19
confirmed,,Thailand,15.0,101.0,2/3/20,19
confirmed,,Thailand,15.0,101.0,2/4/20,25
confirmed,,Thailand,15.0,101.0,2/5/20,25
confirmed,,Thailand,15.0,101.0,2/6/20,25
confirmed,,Thailand,15.0,101.0,2/7/20,25
confirmed,,Thailand,15.0,101.0,2/8/20,32
confirmed,,Thailand,15.0,101.0,2/9/20,32
confirmed,,Thailand,15.0,101.0,2/10/20,32
confirmed,,Thailand,15.0,101.0,2/11/20,33
confirmed,,Thailand,15.0,101.0,2/12/20,33
confirmed,,Thailand,15.0,101.0,2/13/20,33
confirmed,,Thailand,15.0,101.0,2/14/20,33
confirmed,,Thailand,15.0,101.0,2/15/20,33
confirmed,,Thailand,15.0,101.0,2/16/20,34
confirmed,,Thailand,15.0,101.0,2/17/20,35
confirmed,,Thailand,15.0,101.0,2/18/20,35
confirmed,,Thailand,15.0,101.0,2/19/20,35
confirmed,,Thailand,15.0,101.0,2/20/20,35
confirmed,,Thailand,15.0,101.0,2/21/20,35
confirmed,,Thailand,15.0,101.0,2/22/20,35
confirmed,,Thailand,15.0,101.0,2/23/20,35
confirmed,,Thailand,15.0,101.0,2/24/20,35
confirmed,,Thailand,15.0,101.0,2/25/20,37
confirmed,,Thailand,15.0,101.0,2/26/20,40
confirmed,,Thailand,15.0,101.0,2/27/20,40
confirmed,,Thailand,15.0,101.0,2/28/20,41
confirmed,,Thailand,15.0,101.0,2/29/20,42
confirmed,,Thailand,15.0,101.0,3/1/20,42
confirmed,,Thailand,15.0,101.0,3/2/20,43
confirmed,,Thailand,15.0,101.0,3/3/20,43
confirmed,,Thailand,15.0,101.0,3/4/20,43
confirmed,,Thailand,15.0,101.0,3/5/20,47
confirmed,,Thailand,15.0,101.0,3/6/20,48
confirmed,,Thailand,15.0,101.0,3/7/20,50
confirmed,,Thailand,15.0,101.0,3/8/20,50
confirmed,,Thailand,15.0,101.0,3/9/20,50
confirmed,,Thailand,15.0,101.0,3/10/20,53
confirmed,,Thailand,15.0,101.0,3/11/20,59
confirmed,,Thailand,15.0,101.0,3/12/20,70
confirmed,,Thailand,15.0,101.0,3/13/20,75
confirmed,,Thailand,15.0,101.0,3/14/20,82
confirmed,,Thailand,15.0,101.0,3/15/20,114
confirmed,,Thailand,15.0,101.0,3/16/20,147
confirmed,,Thailand,15.0,101.0,3/17/20,177
confirmed,,Thailand,15.0,101.0,3/18/20,212
confirmed,,Japan,36.0,138.0,1/22/20,2
confirmed,,Japan,36.0,138.0,1/23/20,1
confirmed,,Japan,36.0,138.0,1/24/20,2
confirmed,,Japan,36.0,138.0,1/25/20,2
confirmed,,Japan,36.0,138.0,1/26/20,4
confirmed,,Japan,36.0,138.0,1/27/20,4
confirmed,,Japan,36.0,138.0,1/28/20,7
confirmed,,Japan,36.0,138.0,1/29/20,7
confirmed,,Japan,36.0,138.0,1/30/20,11
confirmed,,Japan,36.0,138.0,1/31/20,15
confirmed,,Japan,36.0,138.0,2/1/20,20
confirmed,,Japan,36.0,138.0,2/2/20,20
confirmed,,Japan,36.0,138.0,2/3/20,20
confirmed,,Japan,36.0,138.0,2/4/20,22
confirmed,,Japan,36.0,138.0,2/5/20,22
confirmed,,Japan,36.0,138.0,2/6/20,45
confirmed,,Japan,36.0,138.0,2/7/20,25
confirmed,,Japan,36.0,138.0,2/8/20,25
confirmed,,Japan,36.0,138.0,2/9/20,26
confirmed,,Japan,36.0,138.0,2/10/20,26
confirmed,,Japan,36.0,138.0,2/11/20,26
confirmed,,Japan,36.0,138.0,2/12/20,28
confirmed,,Japan,36.0,138.0,2/13/20,28
confirmed,,Japan,36.0,138.0,2/14/20,29
confirmed,,Japan,36.0,138.0,2/15/20,43
confirmed,,Japan,36.0,138.0,2/16/20,59
confirmed,,Japan,36.0,138.0,2/17/20,66
confirmed,,Japan,36.0,138.0,2/18/20,74
confirmed,,Japan,36.0,138.0,2/19/20,84
confirmed,,Japan,36.0,138.0,2/20/20,94
confirmed,,Japan,36.0,138.0,2/21/20,105
confirmed,,Japan,36.0,138.0,2/22/20,122
confirmed,,Japan,36.0,138.0,2/23/20,147
confirmed,,Japan,36.0,138.0,2/24/20,159
confirmed,,Japan,36.0,138.0,2/25/20,170
confirmed,,Japan,36.0,138.0,2/26/20,189
confirmed,,Japan,36.0,138.0,2/27/20,214
confirmed,,Japan,36.0,138.0,2/28/20,228
confirmed,,Japan,36.0,138.0,2/29/20,241
confirmed,,Japan,36.0,138.0,3/1/20,256
confirmed,,Japan,36.0,138.0,3/2/20,274
confirmed,,Japan,36.0,138.0,3/3/20,293
confirmed,,Japan,36.0,138.0,3/4/20,331
confirmed,,Japan,36.0,138.0,3/5/20,360
confirmed,,Japan,36.0,138.0,3/6/20,420
confirmed,,Japan,36.0,138.0,3/7/20,461
confirmed,,Japan,36.0,138.0,3/8/20,502
confirmed,,Japan,36.0,138.0,3/9/20,511
confirmed,,Japan,36.0,138.0,3/10/20,581
confirmed,,Japan,36.0,138.0,3/11/20,639
confirmed,,Japan,36.0,138.0,3/12/20,639
confirmed,,Japan,36.0,138.0,3/13/20,701
confirmed,,Japan,36.0,138.0,3/14/20,773
confirmed,,Japan,36.0,138.0,3/15/20,839
confirmed,,Japan,36.0,138.0,3/16/20,825
confirmed,,Japan,36.0,138.0,3/17/20,878
confirmed,,Japan,36.0,138.0,3/18/20,889
confirmed,,Singapore,1.2833,103.8333,1/22/20,0
confirmed,,Singapore,1.2833,103.8333,1/23/20,1
confirmed,,Singapore,1.2833,103.8333,1/24/20,3
confirmed,,Singapore,1.2833,103.8333,1/25/20,3
confirmed,,Singapore,1.2833,103.8333,1/26/20,4
confirmed,,Singapore,1.2833,103.8333,1/27/20,5
confirmed,,Singapore,1.2833,103.8333,1/28/20,7
confirmed,,Singapore,1.2833,103.8333,1/29/20,7
confirmed,,Singapore,1.2833,103.8333,1/30/20,10
confirmed,,Singapore,1.2833,103.8333,1/31/20,13
confirmed,,Singapore,1.2833,103.8333,2/1/20,16
confirmed,,Singapore,1.2833,103.8333,2/2/20,18
confirmed,,Singapore,1.2833,103.8333,2/3/20,18
confirmed,,Singapore,1.2833,103.8333,2/4/20,24
confirmed,,Singapore,1.2833,103.8333,2/5/20,28
confirmed,,Singapore,1.2833,103.8333,2/6/20,28
confirmed,,Singapore,1.2833,103.8333,2/7/20,30
confirmed,,Singapore,1.2833,103.8333,2/8/20,33
confirmed,,Singapore,1.2833,103.8333,2/9/20,40
confirmed,,Singapore,1.2833,103.8333,2/10/20,45
confirmed,,Singapore,1.2833,103.8333,2/11/20,47
confirmed,,Singapore,1.2833,103.8333,2/12/20,50
confirmed,,Singapore,1.2833,103.8333,2/13/20,58
confirmed,,Singapore,1.2833,103.8333,2/14/20,67
confirmed,,Singapore,1.2833,103.8333,2/15/20,72
confirmed,,Singapore,1.2833,103.8333,2/16/20,75
confirmed,,Singapore,1.2833,103.8333,2/17/20,77
confirmed,,Singapore,1.2833,103.8333,2/18/20,81
confirmed,,Singapore,1.2833,103.8333,2/19/20,84
confirmed,,Singapore,1.2833,103.8333,2/20/20,84
confirmed,,Singapore,1.2833,103.8333,2/21/20,85
confirmed,,Singapore,1.2833,103.8333,2/22/20,85
confirmed,,Singapore,1.2833,103.8333,2/23/20,89
confirmed,,Singapore,1.2833,103.8333,2/24/20,89
confirmed,,Singapore,1.2833,103.8333,2/25/20,91
confirmed,,Singapore,1.2833,103.8333,2/26/20,93
confirmed,,Singapore,1.2833,103.8333,2/27/20,93
confirmed,,Singapore,1.2833,103.8333,2/28/20,93
confirmed,,Singapore,1.2833,103.8333,2/29/20,102
confirmed,,Singapore,1.2833,103.8333,3/1/20,106
confirmed,,Singapore,1.2833,103.8333,3/2/20,108
confirmed,,Singapore,1.2833,103.8333,3/3/20,110
confirmed,,Singapore,1.2833,103.8333,3/4/20,110
confirmed,,Singapore,1.2833,103.8333,3/5/20,117
confirmed,,Singapore,1.2833,103.8333,3/6/20,130
confirmed,,Singapore,1.2833,103.8333,3/7/20,138
confirmed,,Singapore,1.2833,103.8333,3/8/20,150
confirmed,,Singapore,1.2833,103.8333,3/9/20,150
confirmed,,Singapore,1.2833,103.8333,3/10/20,160
confirmed,,Singapore,1.2833,103.8333,3/11/20,178
confirmed,,Singapore,1.2833,103.8333,3/12/20,178
confirmed,,Singapore,1.2833,103.8333,3/13/20,200
confirmed,,Singapore,1.2833,103.8333,3/14/20,212
confirmed,,Singapore,1.2833,103.8333,3/15/20,226
confirmed,,Singapore,1.2833,103.8333,3/16/20,243
confirmed,,Singapore,1.2833,103.8333,3/17/20,266
confirmed,,Singapore,1.2833,103.8333,3/18/20,313
confirmed,,Nepal,28.1667,84.25,1/22/20,0
confirmed,,Nepal,28.1667,84.25,1/23/20,0
confirmed,,Nepal,28.1667,84.25,1/24/20,0
confirmed,,Nepal,28.1667,84.25,1/25/20,1
confirmed,,Nepal,28.1667,84.25,1/26/20,1
confirmed,,Nepal,28.1667,84.25,1/27/20,1
confirmed,,Nepal,28.1667,84.25,1/28/20,1
confirmed,,Nepal,28.1667,84.25,1/29/20,1
confirmed,,Nepal,28.1667,84.25,1/30/20,1
confirmed,,Nepal,28.1667,84.25,1/31/20,1
confirmed,,Nepal,28.1667,84.25,2/1/20,1
confirmed,,Nepal,28.1667,84.25,2/2/20,1
confirmed,,Nepal,28.1667,84.25,2/3/20,1
confirmed,,Nepal,28.1667,84.25,2/4/20,1
confirmed,,Nepal,28.1667,84.25,2/5/20,1
confirmed,,Nepal,28.1667,84.25,2/6/20,1
confirmed,,Nepal,28.1667,84.25,2/7/20,1
confirmed,,Nepal,28.1667,84.25,2/8/20,1
confirmed,,Nepal,28.1667,84.25,2/9/20,1
confirmed,,Nepal,28.1667,84.25,2/10/20,1
confirmed,,Nepal,28.1667,84.25,2/11/20,1
confirmed,,Nepal,28.1667,84.25,2/12/20,1
confirmed,,Nepal,28.1667,84.25,2/13/20,1
confirmed,,Nepal,28.1667,84.25,2/14/20,1
confirmed,,Nepal,28.1667,84.25,2/15/20,1
confirmed,,Nepal,28.1667,84.25,2/16/20,1
confirmed,,Nepal,28.1667,84.25,2/17/20,1
confirmed,,Nepal,28.1667,84.25,2/18/20,1
confirmed,,Nepal,28.1667,84.25,2/19/20,1
confirmed,,Nepal,28.1667,84.25,2/20/20,1
confirmed,,Nepal,28.1667,84.25,2/21/20,1
confirmed,,Nepal,28.1667,84.25,2/22/20,1
confirmed,,Nepal,28.1667,84.25,2/23/20,1
confirmed,,Nepal,28.1667,84.25,2/24/20,1
confirmed,,Nepal,28.1667,84.25,2/25/20,1
confirmed,,Nepal,28.1667,84.25,2/26/20,1
confirmed,,Nepal,28.1667,84.25,2/27/20,1
confirmed,,Nepal,28.1667,84.25,2/28/20,1
confirmed,,Nepal,28.1667,84.25,2/29/20,1
confirmed,,Nepal,28.1667,84.25,3/1/20,1
confirmed,,Nepal,28.1667,84.25,3/2/20,1
confirmed,,Nepal,28.1667,84.25,3/3/20,1
confirmed,,Nepal,28.1667,84.25,3/4/20,1
confirmed,,Nepal,28.1667,84.25,3/5/20,1
confirmed,,Nepal,28.1667,84.25,3/6/20,1
confirmed,,Nepal,28.1667,84.25,3/7/20,1
confirmed,,Nepal,28.1667,84.25,3/8/20,1
confirmed,,Nepal,28.1667,84.25,3/9/20,1
confirmed,,Nepal,28.1667,84.25,3/10/20,1
confirmed,,Nepal,28.1667,84.25,3/11/20,1
confirmed,,Nepal,28.1667,84.25,3/12/20,1
confirmed,,Nepal,28.1667,84.25,3/13/20,1
confirmed,,Nepal,28.1667,84.25,3/14/20,1
confirmed,,Nepal,28.1667,84.25,3/15/20,1
confirmed,,Nepal,28.1667,84.25,3/16/20,1
confirmed,,Nepal,28.1667,84.25,3/17/20,1
confirmed,,Nepal,28.1667,84.25,3/18/20,1
confirmed,,Malaysia,2.5,112.5,1/22/20,0
confirmed,,Malaysia,2.5,112.5,1/23/20,0
confirmed,,Malaysia,2.5,112.5,1/24/20,0
confirmed,,Malaysia,2.5,112.5,1/25/20,3
confirmed,,Malaysia,2.5,112.5,1/26/20,4
confirmed,,Malaysia,2.5,112.5,1/27/20,4
confirmed,,Malaysia,2.5,112.5,1/28/20,4
confirmed,,Malaysia,2.5,112.5,1/29/20,7
confirmed,,Malaysia,2.5,112.5,1/30/20,8
confirmed,,Malaysia,2.5,112.5,1/31/20,8
confirmed,,Malaysia,2.5,112.5,2/1/20,8
confirmed,,Malaysia,2.5,112.5,2/2/20,8
confirmed,,Malaysia,2.5,112.5,2/3/20,8
confirmed,,Malaysia,2.5,112.5,2/4/20,10
confirmed,,Malaysia,2.5,112.5,2/5/20,12
confirmed,,Malaysia,2.5,112.5,2/6/20,12
confirmed,,Malaysia,2.5,112.5,2/7/20,12
confirmed,,Malaysia,2.5,112.5,2/8/20,16
confirmed,,Malaysia,2.5,112.5,2/9/20,16
confirmed,,Malaysia,2.5,112.5,2/10/20,18
confirmed,,Malaysia,2.5,112.5,2/11/20,18
confirmed,,Malaysia,2.5,112.5,2/12/20,18
confirmed,,Malaysia,2.5,112.5,2/13/20,19
confirmed,,Malaysia,2.5,112.5,2/14/20,19
confirmed,,Malaysia,2.5,112.5,2/15/20,22
confirmed,,Malaysia,2.5,112.5,2/16/20,22
confirmed,,Malaysia,2.5,112.5,2/17/20,22
confirmed,,Malaysia,2.5,112.5,2/18/20,22
confirmed,,Malaysia,2.5,112.5,2/19/20,22
confirmed,,Malaysia,2.5,112.5,2/20/20,22
confirmed,,Malaysia,2.5,112.5,2/21/20,22
confirmed,,Malaysia,2.5,112.5,2/22/20,22
confirmed,,Malaysia,2.5,112.5,2/23/20,22
confirmed,,Malaysia,2.5,112.5,2/24/20,22
confirmed,,Malaysia,2.5,112.5,2/25/20,22
confirmed,,Malaysia,2.5,112.5,2/26/20,22
confirmed,,Malaysia,2.5,112.5,2/27/20,23
confirmed,,Malaysia,2.5,112.5,2/28/20,23
confirmed,,Malaysia,2.5,112.5,2/29/20,25
confirmed,,Malaysia,2.5,112.5,3/1/20,29
confirmed,,Malaysia,2.5,112.5,3/2/20,29
confirmed,,Malaysia,2.5,112.5,3/3/20,36
confirmed,,Malaysia,2.5,112.5,3/4/20,50
confirmed,,Malaysia,2.5,112.5,3/5/20,50
confirmed,,Malaysia,2.5,112.5,3/6/20,83
confirmed,,Malaysia,2.5,112.5,3/7/20,93
confirmed,,Malaysia,2.5,112.5,3/8/20,99
confirmed,,Malaysia,2.5,112.5,3/9/20,117
confirmed,,Malaysia,2.5,112.5,3/10/20,129
confirmed,,Malaysia,2.5,112.5,3/11/20,149
confirmed,,Malaysia,2.5,112.5,3/12/20,149
confirmed,,Malaysia,2.5,112.5,3/13/20,197
confirmed,,Malaysia,2.5,112.5,3/14/20,238
confirmed,,Malaysia,2.5,112.5,3/15/20,428
confirmed,,Malaysia,2.5,112.5,3/16/20,566
confirmed,,Malaysia,2.5,112.5,3/17/20,673
confirmed,,Malaysia,2.5,112.5,3/18/20,790
confirmed,British Columbia,Canada,49.2827,-123.1207,1/22/20,0
confirmed,British Columbia,Canada,49.2827,-123.1207,1/23/20,0
confirmed,British Columbia,Canada,49.2827,-123.1207,1/24/20,0
confirmed,British Columbia,Canada,49.2827,-123.1207,1/25/20,0
confirmed,British Columbia,Canada,49.2827,-123.1207,1/26/20,0
confirmed,British Columbia,Canada,49.2827,-123.1207,1/27/20,0
confirmed,British Columbia,Canada,49.2827,-123.1207,1/28/20,1
confirmed,British Columbia,Canada,49.2827,-123.1207,1/29/20,1
confirmed,British Columbia,Canada,49.2827,-123.1207,1/30/20,1
confirmed,British Columbia,Canada,49.2827,-123.1207,1/31/20,1
confirmed,British Columbia,Canada,49.2827,-123.1207,2/1/20,1
confirmed,British Columbia,Canada,49.2827,-123.1207,2/2/20,1
confirmed,British Columbia,Canada,49.2827,-123.1207,2/3/20,1
confirmed,British Columbia,Canada,49.2827,-123.1207,2/4/20,1
confirmed,British Columbia,Canada,49.2827,-123.1207,2/5/20,2
confirmed,British Columbia,Canada,49.2827,-123.1207,2/6/20,2
confirmed,British Columbia,Canada,49.2827,-123.1207,2/7/20,4
confirmed,British Columbia,Canada,49.2827,-123.1207,2/8/20,4
confirmed,British Columbia,Canada,49.2827,-123.1207,2/9/20,4
confirmed,British Columbia,Canada,49.2827,-123.1207,2/10/20,4
confirmed,British Columbia,Canada,49.2827,-123.1207,2/11/20,4
confirmed,British Columbia,Canada,49.2827,-123.1207,2/12/20,4
confirmed,British Columbia,Canada,49.2827,-123.1207,2/13/20,4
confirmed,British Columbia,Canada,49.2827,-123.1207,2/14/20,4
confirmed,British Columbia,Canada,49.2827,-123.1207,2/15/20,4
confirmed,British Columbia,Canada,49.2827,-123.1207,2/16/20,4
confirmed,British Columbia,Canada,49.2827,-123.1207,2/17/20,5
confirmed,British Columbia,Canada,49.2827,-123.1207,2/18/20,5
confirmed,British Columbia,Canada,49.2827,-123.1207,2/19/20,5
confirmed,British Columbia,Canada,49.2827,-123.1207,2/20/20,5
confirmed,British Columbia,Canada,49.2827,-123.1207,2/21/20,6
confirmed,British Columbia,Canada,49.2827,-123.1207,2/22/20,6
confirmed,British Columbia,Canada,49.2827,-123.1207,2/23/20,6
confirmed,British Columbia,Canada,49.2827,-123.1207,2/24/20,6
confirmed,British Columbia,Canada,49.2827,-123.1207,2/25/20,7
confirmed,British Columbia,Canada,49.2827,-123.1207,2/26/20,7
confirmed,British Columbia,Canada,49.2827,-123.1207,2/27/20,7
confirmed,British Columbia,Canada,49.2827,-123.1207,2/28/20,7
confirmed,British Columbia,Canada,49.2827,-123.1207,2/29/20,8
confirmed,British Columbia,Canada,49.2827,-123.1207,3/1/20,8
confirmed,British Columbia,Canada,49.2827,-123.1207,3/2/20,8
confirmed,British Columbia,Canada,49.2827,-123.1207,3/3/20,9
confirmed,British Columbia,Canada,49.2827,-123.1207,3/4/20,12
confirmed,British Columbia,Canada,49.2827,-123.1207,3/5/20,13
confirmed,British Columbia,Canada,49.2827,-123.1207,3/6/20,21
confirmed,British Columbia,Canada,49.2827,-123.1207,3/7/20,21
confirmed,British Columbia,Canada,49.2827,-123.1207,3/8/20,27
confirmed,British Columbia,Canada,49.2827,-123.1207,3/9/20,32
confirmed,British Columbia,Canada,49.2827,-123.1207,3/10/20,32
confirmed,British Columbia,Canada,49.2827,-123.1207,3/11/20,39
confirmed,British Columbia,Canada,49.2827,-123.1207,3/12/20,46
confirmed,British Columbia,Canada,49.2827,-123.1207,3/13/20,64
confirmed,British Columbia,Canada,49.2827,-123.1207,3/14/20,64
confirmed,British Columbia,Canada,49.2827,-123.1207,3/15/20,73
confirmed,British Columbia,Canada,49.2827,-123.1207,3/16/20,103
confirmed,British Columbia,Canada,49.2827,-123.1207,3/17/20,103
confirmed,British Columbia,Canada,49.2827,-123.1207,3/18/20,186
confirmed,New South Wales,Australia,-33.8688,151.2093,1/22/20,0
confirmed,New South Wales,Australia,-33.8688,151.2093,1/23/20,0
confirmed,New South Wales,Australia,-33.8688,151.2093,1/24/20,0
confirmed,New South Wales,Australia,-33.8688,151.2093,1/25/20,0
confirmed,New South Wales,Australia,-33.8688,151.2093,1/26/20,3
confirmed,New South Wales,Australia,-33.8688,151.2093,1/27/20,4
confirmed,New South Wales,Australia,-33.8688,151.2093,1/28/20,4
confirmed,New South Wales,Australia,-33.8688,151.2093,1/29/20,4
confirmed,New South Wales,Australia,-33.8688,151.2093,1/30/20,4
confirmed,New South Wales,Australia,-33.8688,151.2093,1/31/20,4
confirmed,New South Wales,Australia,-33.8688,151.2093,2/1/20,4
confirmed,New South Wales,Australia,-33.8688,151.2093,2/2/20,4
confirmed,New South Wales,Australia,-33.8688,151.2093,2/3/20,4
confirmed,New South Wales,Australia,-33.8688,151.2093,2/4/20,4
confirmed,New South Wales,Australia,-33.8688,151.2093,2/5/20,4
confirmed,New South Wales,Australia,-33.8688,151.2093,2/6/20,4
confirmed,New South Wales,Australia,-33.8688,151.2093,2/7/20,4
confirmed,New South Wales,Australia,-33.8688,151.2093,2/8/20,4
confirmed,New South Wales,Australia,-33.8688,151.2093,2/9/20,4
confirmed,New South Wales,Australia,-33.8688,151.2093,2/10/20,4
confirmed,New South Wales,Australia,-33.8688,151.2093,2/11/20,4
confirmed,New South Wales,Australia,-33.8688,151.2093,2/12/20,4
confirmed,New South Wales,Australia,-33.8688,151.2093,2/13/20,4
confirmed,New South Wales,Australia,-33.8688,151.2093,2/14/20,4
confirmed,New South Wales,Australia,-33.8688,151.2093,2/15/20,4
confirmed,New South Wales,Australia,-33.8688,151.2093,2/16/20,4
confirmed,New South Wales,Australia,-33.8688,151.2093,2/17/20,4
confirmed,New South Wales,Australia,-33.8688,151.2093,2/18/20,4
confirmed,New South Wales,Australia,-33.8688,151.2093,2/19/20,4
confirmed,New South Wales,Australia,-33.8688,151.2093,2/20/20,4
confirmed,New South Wales,Australia,-33.8688,151.2093,2/21/20,4
confirmed,New South Wales,Australia,-33.8688,151.2093,2/22/20,4
confirmed,New South Wales,Australia,-33.8688,151.2093,2/23/20,4
confirmed,New South Wales,Australia,-33.8688,151.2093,2/24/20,4
confirmed,New South Wales,Australia,-33.8688,151.2093,2/25/20,4
confirmed,New South Wales,Australia,-33.8688,151.2093,2/26/20,4
confirmed,New South Wales,Australia,-33.8688,151.2093,2/27/20,4
confirmed,New South Wales,Australia,-33.8688,151.2093,2/28/20,4
confirmed,New South Wales,Australia,-33.8688,151.2093,2/29/20,4
confirmed,New South Wales,Australia,-33.8688,151.2093,3/1/20,6
confirmed,New South Wales,Australia,-33.8688,151.2093,3/2/20,6
confirmed,New South Wales,Australia,-33.8688,151.2093,3/3/20,13
confirmed,New South Wales,Australia,-33.8688,151.2093,3/4/20,22
confirmed,New South Wales,Australia,-33.8688,151.2093,3/5/20,22
confirmed,New South Wales,Australia,-33.8688,151.2093,3/6/20,26
confirmed,New South Wales,Australia,-33.8688,151.2093,3/7/20,28
confirmed,New South Wales,Australia,-33.8688,151.2093,3/8/20,38
confirmed,New South Wales,Australia,-33.8688,151.2093,3/9/20,48
confirmed,New South Wales,Australia,-33.8688,151.2093,3/10/20,55
confirmed,New South Wales,Australia,-33.8688,151.2093,3/11/20,65
confirmed,New South Wales,Australia,-33.8688,151.2093,3/12/20,65
confirmed,New South Wales,Australia,-33.8688,151.2093,3/13/20,92
confirmed,New South Wales,Australia,-33.8688,151.2093,3/14/20,112
confirmed,New South Wales,Australia,-33.8688,151.2093,3/15/20,134
confirmed,New South Wales,Australia,-33.8688,151.2093,3/16/20,171
confirmed,New South Wales,Australia,-33.8688,151.2093,3/17/20,210
confirmed,New South Wales,Australia,-33.8688,151.2093,3/18/20,267
confirmed,Victoria,Australia,-37.8136,144.9631,1/22/20,0
confirmed,Victoria,Australia,-37.8136,144.9631,1/23/20,0
confirmed,Victoria,Australia,-37.8136,144.9631,1/24/20,0
confirmed,Victoria,Australia,-37.8136,144.9631,1/25/20,0
confirmed,Victoria,Australia,-37.8136,144.9631,1/26/20,1
confirmed,Victoria,Australia,-37.8136,144.9631,1/27/20,1
confirmed,Victoria,Australia,-37.8136,144.9631,1/28/20,1
confirmed,Victoria,Australia,-37.8136,144.9631,1/29/20,1
confirmed,Victoria,Australia,-37.8136,144.9631,1/30/20,2
confirmed,Victoria,Australia,-37.8136,144.9631,1/31/20,3
confirmed,Victoria,Australia,-37.8136,144.9631,2/1/20,4
confirmed,Victoria,Australia,-37.8136,144.9631,2/2/20,4
confirmed,Victoria,Australia,-37.8136,144.9631,2/3/20,4
confirmed,Victoria,Australia,-37.8136,144.9631,2/4/20,4
confirmed,Victoria,Australia,-37.8136,144.9631,2/5/20,4
confirmed,Victoria,Australia,-37.8136,144.9631,2/6/20,4
confirmed,Victoria,Australia,-37.8136,144.9631,2/7/20,4
confirmed,Victoria,Australia,-37.8136,144.9631,2/8/20,4
confirmed,Victoria,Australia,-37.8136,144.9631,2/9/20,4
confirmed,Victoria,Australia,-37.8136,144.9631,2/10/20,4
confirmed,Victoria,Australia,-37.8136,144.9631,2/11/20,4
confirmed,Victoria,Australia,-37.8136,144.9631,2/12/20,4
confirmed,Victoria,Australia,-37.8136,144.9631,2/13/20,4
confirmed,Victoria,Australia,-37.8136,144.9631,2/14/20,4
confirmed,Victoria,Australia,-37.8136,144.9631,2/15/20,4
confirmed,Victoria,Australia,-37.8136,144.9631,2/16/20,4
confirmed,Victoria,Australia,-37.8136,144.9631,2/17/20,4
confirmed,Victoria,Australia,-37.8136,144.9631,2/18/20,4
confirmed,Victoria,Australia,-37.8136,144.9631,2/19/20,4
confirmed,Victoria,Australia,-37.8136,144.9631,2/20/20,4
confirmed,Victoria,Australia,-37.8136,144.9631,2/21/20,4
confirmed,Victoria,Australia,-37.8136,144.9631,2/22/20,4
confirmed,Victoria,Australia,-37.8136,144.9631,2/23/20,4
confirmed,Victoria,Australia,-37.8136,144.9631,2/24/20,4
confirmed,Victoria,Australia,-37.8136,144.9631,2/25/20,4
confirmed,Victoria,Australia,-37.8136,144.9631,2/26/20,4
confirmed,Victoria,Australia,-37.8136,144.9631,2/27/20,4
confirmed,Victoria,Australia,-37.8136,144.9631,2/28/20,4
confirmed,Victoria,Australia,-37.8136,144.9631,2/29/20,7
confirmed,Victoria,Australia,-37.8136,144.9631,3/1/20,7
confirmed,Victoria,Australia,-37.8136,144.9631,3/2/20,9
confirmed,Victoria,Australia,-37.8136,144.9631,3/3/20,9
confirmed,Victoria,Australia,-37.8136,144.9631,3/4/20,10
confirmed,Victoria,Australia,-37.8136,144.9631,3/5/20,10
confirmed,Victoria,Australia,-37.8136,144.9631,3/6/20,10
confirmed,Victoria,Australia,-37.8136,144.9631,3/7/20,11
confirmed,Victoria,Australia,-37.8136,144.9631,3/8/20,11
confirmed,Victoria,Australia,-37.8136,144.9631,3/9/20,15
confirmed,Victoria,Australia,-37.8136,144.9631,3/10/20,18
confirmed,Victoria,Australia,-37.8136,144.9631,3/11/20,21
confirmed,Victoria,Australia,-37.8136,144.9631,3/12/20,21
confirmed,Victoria,Australia,-37.8136,144.9631,3/13/20,36
confirmed,Victoria,Australia,-37.8136,144.9631,3/14/20,49
confirmed,Victoria,Australia,-37.8136,144.9631,3/15/20,57
confirmed,Victoria,Australia,-37.8136,144.9631,3/16/20,71
confirmed,Victoria,Australia,-37.8136,144.9631,3/17/20,94
confirmed,Victoria,Australia,-37.8136,144.9631,3/18/20,121
confirmed,Queensland,Australia,-28.0167,153.4,1/22/20,0
confirmed,Queensland,Australia,-28.0167,153.4,1/23/20,0
confirmed,Queensland,Australia,-28.0167,153.4,1/24/20,0
confirmed,Queensland,Australia,-28.0167,153.4,1/25/20,0
confirmed,Queensland,Australia,-28.0167,153.4,1/26/20,0
confirmed,Queensland,Australia,-28.0167,153.4,1/27/20,0
confirmed,Queensland,Australia,-28.0167,153.4,1/28/20,0
confirmed,Queensland,Australia,-28.0167,153.4,1/29/20,1
confirmed,Queensland,Australia,-28.0167,153.4,1/30/20,3
confirmed,Queensland,Australia,-28.0167,153.4,1/31/20,2
confirmed,Queensland,Australia,-28.0167,153.4,2/1/20,3
