Date,Country/Region,Province/State,Lat,Long,ConfirmedToDate,NewConfirmed,PrevNewConfirmed,DaysToDouble_New,NewConfirmed_2DayAvg,DaysToDouble_2DayAvg,DeathsToDate,NewDeaths,PrevNewDeaths,DaysToDoubleDeath_New,NewDeaths_2DayAvg,DaysToDoubleDeath_2DayAvg,Recovered,ActiveCases,DaysIn,DaysIn5,DaysIn100,DaysIn250,DaysIn1000,DaysInDeaths,DaysInDeaths5,DaysInDeaths100,DaysInDeaths250,DaysInDeaths1000
1/22/20,Afghanistan,,33,65,0,0,0,1.0,0,1.0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/20,Afghanistan,,33,65,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
1/24/20,Afghanistan,,33,65,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
1/25/20,Afghanistan,,33,65,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
1/26/20,Afghanistan,,33,65,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
1/27/20,Afghanistan,,33,65,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
1/28/20,Afghanistan,,33,65,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
1/29/20,Afghanistan,,33,65,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
1/30/20,Afghanistan,,33,65,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
1/31/20,Afghanistan,,33,65,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/1/20,Afghanistan,,33,65,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/2/20,Afghanistan,,33,65,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/3/20,Afghanistan,,33,65,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/4/20,Afghanistan,,33,65,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/5/20,Afghanistan,,33,65,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/6/20,Afghanistan,,33,65,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/7/20,Afghanistan,,33,65,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/8/20,Afghanistan,,33,65,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/9/20,Afghanistan,,33,65,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/10/20,Afghanistan,,33,65,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/11/20,Afghanistan,,33,65,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/12/20,Afghanistan,,33,65,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/13/20,Afghanistan,,33,65,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/14/20,Afghanistan,,33,65,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/15/20,Afghanistan,,33,65,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/16/20,Afghanistan,,33,65,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/17/20,Afghanistan,,33,65,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/18/20,Afghanistan,,33,65,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/19/20,Afghanistan,,33,65,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/20/20,Afghanistan,,33,65,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/21/20,Afghanistan,,33,65,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/22/20,Afghanistan,,33,65,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/23/20,Afghanistan,,33,65,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/24/20,Afghanistan,,33,65,1,1,0,,0.5,,0,0,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0
2/25/20,Afghanistan,,33,65,1,0,1,,0.5,1.4,0,0,0,,0,,0,1,2,0,0,0,0,0,0,0,0,0
2/26/20,Afghanistan,,33,65,1,0,0,,0,,0,0,0,,0,,0,1,3,0,0,0,0,0,0,0,0,0
2/27/20,Afghanistan,,33,65,1,0,0,,0,,0,0,0,,0,,0,1,4,0,0,0,0,0,0,0,0,0
2/28/20,Afghanistan,,33,65,1,0,0,,0,,0,0,0,,0,,0,1,5,0,0,0,0,0,0,0,0,0
2/29/20,Afghanistan,,33,65,1,0,0,,0,,0,0,0,,0,,0,1,6,0,0,0,0,0,0,0,0,0
3/1/20,Afghanistan,,33,65,1,0,0,,0,,0,0,0,,0,,0,1,7,0,0,0,0,0,0,0,0,0
3/2/20,Afghanistan,,33,65,1,0,0,,0,,0,0,0,,0,,0,1,8,0,0,0,0,0,0,0,0,0
3/3/20,Afghanistan,,33,65,1,0,0,,0,,0,0,0,,0,,0,1,9,0,0,0,0,0,0,0,0,0
3/4/20,Afghanistan,,33,65,1,0,0,,0,,0,0,0,,0,,0,1,10,0,0,0,0,0,0,0,0,0
3/5/20,Afghanistan,,33,65,1,0,0,,0,,0,0,0,,0,,0,1,11,0,0,0,0,0,0,0,0,0
3/6/20,Afghanistan,,33,65,1,0,0,,0,,0,0,0,,0,,0,1,12,0,0,0,0,0,0,0,0,0
3/7/20,Afghanistan,,33,65,1,0,0,,0,,0,0,0,,0,,0,1,13,0,0,0,0,0,0,0,0,0
3/8/20,Afghanistan,,33,65,4,3,0,0.2,1.5,0.5,0,0,0,,0,,0,4,14,0,0,0,0,0,0,0,0,0
3/9/20,Afghanistan,,33,65,4,0,3,,1.5,1.9,0,0,0,,0,,0,4,15,0,0,0,0,0,0,0,0,0
3/10/20,Afghanistan,,33,65,5,1,0,2.8,0.5,5.6,0,0,0,,0,,0,5,16,1,0,0,0,0,0,0,0,0
3/11/20,Afghanistan,,33,65,7,2,1,1.8,1.5,2.3,0,0,0,,0,,0,7,17,2,0,0,0,0,0,0,0,0
3/12/20,Afghanistan,,33,65,7,0,2,,1,4.9,0,0,0,,0,,0,7,18,3,0,0,0,0,0,0,0,0
3/13/20,Afghanistan,,33,65,7,0,0,,0,,0,0,0,,0,,0,7,19,4,0,0,0,0,0,0,0,0
3/14/20,Afghanistan,,33,65,11,4,0,1.2,2,2.5,0,0,0,,0,,0,11,20,5,0,0,0,0,0,0,0,0
3/15/20,Afghanistan,,33,65,16,5,4,1.5,4.5,1.7,0,0,0,,0,,0,16,21,6,0,0,0,0,0,0,0,0
3/16/20,Afghanistan,,33,65,21,5,5,2.2,5,2.2,0,0,0,,0,,1,20,22,7,0,0,0,0,0,0,0,0
3/17/20,Afghanistan,,33,65,22,1,5,14.0,3,4.7,0,0,0,,0,,1,21,23,8,0,0,0,0,0,0,0,0
3/18/20,Afghanistan,,33,65,22,0,1,,0.5,29.4,0,0,0,,0,,1,21,24,9,0,0,0,0,0,0,0,0
3/19/20,Afghanistan,,33,65,22,0,0,,0,,0,0,0,,0,,1,21,25,10,0,0,0,0,0,0,0,0
3/20/20,Afghanistan,,33,65,24,2,0,7.3,1,14.7,0,0,0,,0,,1,23,26,11,0,0,0,0,0,0,0,0
3/21/20,Afghanistan,,33,65,24,0,2,,1,16.1,0,0,0,,0,,1,23,27,12,0,0,0,0,0,0,0,0
3/22/20,Afghanistan,,33,65,40,16,0,1.0,8,2.0,1,1,0,,0.5,,1,38,28,13,0,0,0,1,0,0,0,0
1/22/20,Albania,,41.1533,20.1683,0,0,0,1.0,0,1.0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
1/24/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
1/25/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
1/26/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
1/27/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
1/28/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
1/29/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
1/30/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
1/31/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/1/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/2/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/3/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/4/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/5/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/6/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/7/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/8/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/9/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/10/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/11/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/12/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/13/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/14/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/15/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/16/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/17/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/18/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/19/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/20/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/21/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/22/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/23/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/24/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/25/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/26/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/27/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/28/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/29/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
3/1/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
3/2/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
3/3/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
3/4/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
3/5/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
3/6/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
3/7/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
3/8/20,Albania,,41.1533,20.1683,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
3/9/20,Albania,,41.1533,20.1683,2,2,0,,1,,0,0,0,,0,,0,2,1,0,0,0,0,0,0,0,0,0
3/10/20,Albania,,41.1533,20.1683,10,8,2,0.2,5,0.3,0,0,0,,0,,0,10,2,1,0,0,0,0,0,0,0,0
3/11/20,Albania,,41.1533,20.1683,12,2,8,3.5,5,1.4,1,1,0,,0.5,,0,11,3,2,0,0,0,1,0,0,0,0
3/12/20,Albania,,41.1533,20.1683,23,11,2,0.7,6.5,1.2,1,0,1,,0.5,1.4,0,22,4,3,0,0,0,2,0,0,0,0
3/13/20,Albania,,41.1533,20.1683,33,10,11,1.5,10.5,1.5,1,0,0,,0,,0,32,5,4,0,0,0,3,0,0,0,0
3/14/20,Albania,,41.1533,20.1683,38,5,10,4.5,7.5,3.0,1,0,0,,0,,0,37,6,5,0,0,0,4,0,0,0,0
3/15/20,Albania,,41.1533,20.1683,42,4,5,6.5,4.5,5.8,1,0,0,,0,,0,41,7,6,0,0,0,5,0,0,0,0
3/16/20,Albania,,41.1533,20.1683,51,9,4,3.2,6.5,4.4,1,0,0,,0,,0,50,8,7,0,0,0,6,0,0,0,0
3/17/20,Albania,,41.1533,20.1683,55,4,9,8.8,6.5,5.4,1,0,0,,0,,0,54,9,8,0,0,0,7,0,0,0,0
3/18/20,Albania,,41.1533,20.1683,59,4,4,9.5,4,9.5,2,1,0,0.7,0.5,1.4,0,57,10,9,0,0,0,8,0,0,0,0
3/19/20,Albania,,41.1533,20.1683,64,5,4,8.0,4.5,8.9,2,0,1,,0.5,2.8,0,62,11,10,0,0,0,9,0,0,0,0
3/20/20,Albania,,41.1533,20.1683,70,6,5,7.2,5.5,7.9,2,0,0,,0,,0,68,12,11,0,0,0,10,0,0,0,0
3/21/20,Albania,,41.1533,20.1683,76,6,6,7.9,6,7.9,2,0,0,,0,,2,72,13,12,0,0,0,11,0,0,0,0
3/22/20,Albania,,41.1533,20.1683,89,13,6,3.9,9.5,5.3,2,0,0,,,,2,85,14,13,0,0,0,12,0,0,0,0
1/22/20,Algeria,,28.0339,1.6596,0,0,0,1.0,0,1.0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/20,Algeria,,28.0339,1.6596,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
1/24/20,Algeria,,28.0339,1.6596,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
1/25/20,Algeria,,28.0339,1.6596,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
1/26/20,Algeria,,28.0339,1.6596,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
1/27/20,Algeria,,28.0339,1.6596,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
1/28/20,Algeria,,28.0339,1.6596,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
1/29/20,Algeria,,28.0339,1.6596,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
1/30/20,Algeria,,28.0339,1.6596,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
1/31/20,Algeria,,28.0339,1.6596,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/1/20,Algeria,,28.0339,1.6596,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/2/20,Algeria,,28.0339,1.6596,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/3/20,Algeria,,28.0339,1.6596,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/4/20,Algeria,,28.0339,1.6596,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/5/20,Algeria,,28.0339,1.6596,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/6/20,Algeria,,28.0339,1.6596,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/7/20,Algeria,,28.0339,1.6596,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/8/20,Algeria,,28.0339,1.6596,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/9/20,Algeria,,28.0339,1.6596,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/10/20,Algeria,,28.0339,1.6596,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/11/20,Algeria,,28.0339,1.6596,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/12/20,Algeria,,28.0339,1.6596,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/13/20,Algeria,,28.0339,1.6596,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/14/20,Algeria,,28.0339,1.6596,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/15/20,Algeria,,28.0339,1.6596,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/16/20,Algeria,,28.0339,1.6596,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/17/20,Algeria,,28.0339,1.6596,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/18/20,Algeria,,28.0339,1.6596,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/19/20,Algeria,,28.0339,1.6596,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/20/20,Algeria,,28.0339,1.6596,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/21/20,Algeria,,28.0339,1.6596,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/22/20,Algeria,,28.0339,1.6596,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/23/20,Algeria,,28.0339,1.6596,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/24/20,Algeria,,28.0339,1.6596,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/25/20,Algeria,,28.0339,1.6596,1,1,0,,0.5,,0,0,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0
2/26/20,Algeria,,28.0339,1.6596,1,0,1,,0.5,1.4,0,0,0,,0,,0,1,2,0,0,0,0,0,0,0,0,0
2/27/20,Algeria,,28.0339,1.6596,1,0,0,,0,,0,0,0,,0,,0,1,3,0,0,0,0,0,0,0,0,0
2/28/20,Algeria,,28.0339,1.6596,1,0,0,,0,,0,0,0,,0,,0,1,4,0,0,0,0,0,0,0,0,0
2/29/20,Algeria,,28.0339,1.6596,1,0,0,,0,,0,0,0,,0,,0,1,5,0,0,0,0,0,0,0,0,0
3/1/20,Algeria,,28.0339,1.6596,1,0,0,,0,,0,0,0,,0,,0,1,6,0,0,0,0,0,0,0,0,0
3/2/20,Algeria,,28.0339,1.6596,3,2,0,0.3,1,0.7,0,0,0,,0,,0,3,7,0,0,0,0,0,0,0,0,0
3/3/20,Algeria,,28.0339,1.6596,5,2,2,1.1,2,1.1,0,0,0,,0,,0,5,8,1,0,0,0,0,0,0,0,0
3/4/20,Algeria,,28.0339,1.6596,12,7,2,0.5,4.5,0.8,0,0,0,,0,,0,12,9,2,0,0,0,0,0,0,0,0
3/5/20,Algeria,,28.0339,1.6596,12,0,7,,3.5,2.4,0,0,0,,0,,0,12,10,3,0,0,0,0,0,0,0,0
3/6/20,Algeria,,28.0339,1.6596,17,5,0,1.7,2.5,3.4,0,0,0,,0,,0,17,11,4,0,0,0,0,0,0,0,0
3/7/20,Algeria,,28.0339,1.6596,17,0,5,,2.5,4.8,0,0,0,,0,,0,17,12,5,0,0,0,0,0,0,0,0
3/8/20,Algeria,,28.0339,1.6596,19,2,0,6.0,1,11.9,0,0,0,,0,,0,19,13,6,0,0,0,0,0,0,0,0
3/9/20,Algeria,,28.0339,1.6596,20,1,2,13.3,1.5,8.9,0,0,0,,0,,0,20,14,7,0,0,0,0,0,0,0,0
3/10/20,Algeria,,28.0339,1.6596,20,0,1,,0.5,28.0,0,0,0,,0,,0,20,15,8,0,0,0,0,0,0,0,0
3/11/20,Algeria,,28.0339,1.6596,20,0,0,,0,,0,0,0,,0,,0,20,16,9,0,0,0,0,0,0,0,0
3/12/20,Algeria,,28.0339,1.6596,24,4,0,3.5,2,7.0,1,1,0,,0.5,,8,15,17,10,0,0,0,1,0,0,0,0
3/13/20,Algeria,,28.0339,1.6596,26,2,4,5.3,3,3.5,2,1,1,0.7,1,0.7,8,16,18,11,0,0,0,2,0,0,0,0
3/14/20,Algeria,,28.0339,1.6596,37,11,2,1.0,6.5,1.7,3,1,1,1.4,1,1.4,12,22,19,12,0,0,0,3,0,0,0,0
3/15/20,Algeria,,28.0339,1.6596,48,11,11,1.4,11,1.4,4,1,1,2.1,1,2.1,12,32,20,13,0,0,0,4,0,0,0,0
3/16/20,Algeria,,28.0339,1.6596,54,6,11,3.7,8.5,2.6,4,0,1,,0.5,5.6,12,38,21,14,0,0,0,5,0,0,0,0
3/17/20,Algeria,,28.0339,1.6596,60,6,6,4.4,6,4.4,4,0,0,,0,,12,44,22,15,0,0,0,6,0,0,0,0
3/18/20,Algeria,,28.0339,1.6596,74,14,6,2.2,10,3.1,7,3,0,0.9,1.5,1.9,12,55,23,16,0,0,0,7,1,0,0,0
3/19/20,Algeria,,28.0339,1.6596,87,13,14,3.0,13.5,2.9,9,2,3,2.5,2.5,2.0,32,46,24,17,0,0,0,8,2,0,0,0
3/20/20,Algeria,,28.0339,1.6596,90,3,13,10.7,8,4.0,11,2,2,3.1,2,3.1,32,47,25,18,0,0,0,9,3,0,0,0
3/21/20,Algeria,,28.0339,1.6596,139,49,3,0.7,26,1.3,15,4,2,1.9,3,2.6,32,92,26,19,1,0,0,10,4,0,0,0
3/22/20,Algeria,,28.0339,1.6596,201,62,49,1.0,55.5,1.2,17,2,4,5.3,3,3.5,65,119,27,20,2,0,0,11,5,0,0,0
1/22/20,Andorra,,42.5063,1.5218,0,0,0,1.0,0,1.0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/20,Andorra,,42.5063,1.5218,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
1/24/20,Andorra,,42.5063,1.5218,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
1/25/20,Andorra,,42.5063,1.5218,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
1/26/20,Andorra,,42.5063,1.5218,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
1/27/20,Andorra,,42.5063,1.5218,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
1/28/20,Andorra,,42.5063,1.5218,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
1/29/20,Andorra,,42.5063,1.5218,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
1/30/20,Andorra,,42.5063,1.5218,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
1/31/20,Andorra,,42.5063,1.5218,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/1/20,Andorra,,42.5063,1.5218,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/2/20,Andorra,,42.5063,1.5218,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/3/20,Andorra,,42.5063,1.5218,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/4/20,Andorra,,42.5063,1.5218,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/5/20,Andorra,,42.5063,1.5218,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/6/20,Andorra,,42.5063,1.5218,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/7/20,Andorra,,42.5063,1.5218,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/8/20,Andorra,,42.5063,1.5218,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/9/20,Andorra,,42.5063,1.5218,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/10/20,Andorra,,42.5063,1.5218,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/11/20,Andorra,,42.5063,1.5218,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/12/20,Andorra,,42.5063,1.5218,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
2/13/20,Andorra,,42.5063,1.5218,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
