ConfirmedSource,RecoveredSource,DeathsSource,Location,Country,State,Date,Confirmed,Recovered,Deaths,_TotalFlag
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,1/22/20,0,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,1/23/20,0,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,1/24/20,0,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,1/25/20,0,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,1/26/20,0,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,1/27/20,0,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,1/28/20,0,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,1/29/20,0,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,1/30/20,0,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,1/31/20,0,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,2/1/20,0,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,2/2/20,0,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,2/3/20,0,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,2/4/20,0,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,2/5/20,0,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,2/6/20,0,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,2/7/20,0,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,2/8/20,0,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,2/9/20,0,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,2/10/20,0,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,2/11/20,0,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,2/12/20,0,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,2/13/20,0,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,2/14/20,0,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,2/15/20,0,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,2/16/20,0,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,2/17/20,0,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,2/18/20,0,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,2/19/20,0,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,2/20/20,0,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,2/21/20,0,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,2/22/20,0,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,2/23/20,0,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,2/24/20,1,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,2/25/20,1,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,2/26/20,1,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,2/27/20,1,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,2/28/20,1,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,2/29/20,1,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,3/1/20,1,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,3/2/20,1,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,3/3/20,1,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,3/4/20,1,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,3/5/20,1,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,3/6/20,1,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,3/7/20,1,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,3/8/20,4,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,3/9/20,4,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,3/10/20,5,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,3/11/20,7,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,3/12/20,7,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,3/13/20,7,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,3/14/20,11,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,3/15/20,16,0,0,1
JHU,JHU,JHU,Afghanistan|total,Afghanistan,total,3/16/20,21,1,0,1
Multiple,Multiple,Multiple,Afghanistan|total,Afghanistan,total,3/17/20,73,1,0,1
Multiple,Multiple,Multiple,Afghanistan|total,Afghanistan,total,3/18/20,73,1,0,1
Multiple-Prev,Multiple,Multiple,Afghanistan|total,Afghanistan,total,3/19/20,73,1,0,1
Multiple,Multiple,Multiple,Afghanistan|total,Afghanistan,total,3/20/20,24,1,0,1
Multiple,Multiple,Multiple,Afghanistan|total,Afghanistan,total,3/21/20,24,1,0,1
Multiple,Multiple,Multiple,Afghanistan|total,Afghanistan,total,3/22/2020,40,1,1,1
JHU,JHU,JHU,Albania|total,Albania,total,1/22/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,1/23/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,1/24/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,1/25/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,1/26/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,1/27/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,1/28/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,1/29/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,1/30/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,1/31/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,2/1/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,2/2/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,2/3/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,2/4/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,2/5/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,2/6/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,2/7/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,2/8/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,2/9/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,2/10/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,2/11/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,2/12/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,2/13/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,2/14/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,2/15/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,2/16/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,2/17/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,2/18/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,2/19/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,2/20/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,2/21/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,2/22/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,2/23/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,2/24/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,2/25/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,2/26/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,2/27/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,2/28/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,2/29/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,3/1/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,3/2/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,3/3/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,3/4/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,3/5/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,3/6/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,3/7/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,3/8/20,0,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,3/9/20,2,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,3/10/20,10,0,0,1
JHU,JHU,JHU,Albania|total,Albania,total,3/11/20,12,0,1,1
JHU,JHU,JHU,Albania|total,Albania,total,3/12/20,23,0,1,1
JHU,JHU,JHU,Albania|total,Albania,total,3/13/20,33,0,1,1
JHU,JHU,JHU,Albania|total,Albania,total,3/14/20,38,0,1,1
JHU,JHU,JHU,Albania|total,Albania,total,3/15/20,42,0,1,1
JHU,JHU,JHU,Albania|total,Albania,total,3/16/20,51,0,1,1
Multiple,Multiple,World,Albania|total,Albania,total,3/17/20,59,0,2,1
Multiple,Multiple,Multiple,Albania|total,Albania,total,3/18/20,64,0,2,1
Multiple,Multiple,Multiple,Albania|total,Albania,total,3/19/20,70,0,2,1
Multiple,Multiple,Multiple,Albania|total,Albania,total,3/20/20,76,2,2,1
Multiple,Multiple,Multiple,Albania|total,Albania,total,3/21/20,76,2,2,1
Multiple,Multiple,Multiple,Albania|total,Albania,total,3/22/2020,89,2,2,1
JHU,JHU,JHU,Algeria|total,Algeria,total,1/22/20,0,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,1/23/20,0,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,1/24/20,0,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,1/25/20,0,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,1/26/20,0,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,1/27/20,0,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,1/28/20,0,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,1/29/20,0,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,1/30/20,0,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,1/31/20,0,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,2/1/20,0,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,2/2/20,0,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,2/3/20,0,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,2/4/20,0,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,2/5/20,0,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,2/6/20,0,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,2/7/20,0,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,2/8/20,0,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,2/9/20,0,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,2/10/20,0,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,2/11/20,0,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,2/12/20,0,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,2/13/20,0,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,2/14/20,0,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,2/15/20,0,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,2/16/20,0,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,2/17/20,0,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,2/18/20,0,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,2/19/20,0,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,2/20/20,0,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,2/21/20,0,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,2/22/20,0,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,2/23/20,0,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,2/24/20,0,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,2/25/20,1,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,2/26/20,1,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,2/27/20,1,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,2/28/20,1,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,2/29/20,1,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,3/1/20,1,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,3/2/20,3,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,3/3/20,5,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,3/4/20,12,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,3/5/20,12,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,3/6/20,17,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,3/7/20,17,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,3/8/20,19,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,3/9/20,20,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,3/10/20,20,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,3/11/20,20,0,0,1
JHU,JHU,JHU,Algeria|total,Algeria,total,3/12/20,24,8,1,1
JHU,JHU,JHU,Algeria|total,Algeria,total,3/13/20,26,8,2,1
JHU,JHU,JHU,Algeria|total,Algeria,total,3/14/20,37,12,3,1
JHU,JHU,JHU,Algeria|total,Algeria,total,3/15/20,48,12,4,1
JHU,JHU,JHU,Algeria|total,Algeria,total,3/16/20,54,12,4,1
JHU,JHU,World,Algeria|total,Algeria,total,3/17/20,75,12,7,1
Multiple,Multiple,Multiple,Algeria|total,Algeria,total,3/18/20,90,32,9,1
Multiple,Multiple,World,Algeria|total,Algeria,total,3/19/20,94,32,11,1
Multiple,Multiple,World,Algeria|total,Algeria,total,3/20/20,139,32,15,1
Multiple,Multiple,Multiple,Algeria|total,Algeria,total,3/21/20,139,65,15,1
Multiple,Multiple,Multiple,Algeria|total,Algeria,total,3/22/2020,201,65,17,1
JHU,JHU,JHU,Andorra|total,Andorra,total,1/22/20,0,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,1/23/20,0,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,1/24/20,0,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,1/25/20,0,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,1/26/20,0,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,1/27/20,0,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,1/28/20,0,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,1/29/20,0,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,1/30/20,0,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,1/31/20,0,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,2/1/20,0,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,2/2/20,0,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,2/3/20,0,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,2/4/20,0,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,2/5/20,0,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,2/6/20,0,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,2/7/20,0,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,2/8/20,0,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,2/9/20,0,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,2/10/20,0,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,2/11/20,0,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,2/12/20,0,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,2/13/20,0,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,2/14/20,0,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,2/15/20,0,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,2/16/20,0,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,2/17/20,0,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,2/18/20,0,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,2/19/20,0,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,2/20/20,0,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,2/21/20,0,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,2/22/20,0,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,2/23/20,0,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,2/24/20,0,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,2/25/20,0,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,2/26/20,0,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,2/27/20,0,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,2/28/20,0,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,2/29/20,0,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,3/1/20,0,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,3/2/20,1,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,3/3/20,1,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,3/4/20,1,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,3/5/20,1,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,3/6/20,1,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,3/7/20,1,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,3/8/20,1,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,3/9/20,1,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,3/10/20,1,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,3/11/20,1,0,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,3/12/20,1,1,0,1
JHU,JHU-Prev,JHU,Andorra|total,Andorra,total,3/13/20,1,1,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,3/14/20,1,1,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,3/15/20,1,1,0,1
JHU,JHU,JHU,Andorra|total,Andorra,total,3/16/20,2,1,0,1
Multiple,Multiple,Multiple,Andorra|total,Andorra,total,3/17/20,53,1,0,1
Multiple,Multiple,Multiple,Andorra|total,Andorra,total,3/18/20,74,1,0,1
Multiple,Multiple,Multiple,Andorra|total,Andorra,total,3/19/20,75,1,0,1
Multiple,Multiple,Multiple,Andorra|total,Andorra,total,3/20/20,88,1,0,1
Multiple,Multiple,Multiple,Andorra|total,Andorra,total,3/21/20,88,1,0,1
Multiple,Multiple,Multiple,Andorra|total,Andorra,total,3/22/2020,113,1,1,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,1/22/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,1/23/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,1/24/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,1/25/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,1/26/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,1/27/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,1/28/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,1/29/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,1/30/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,1/31/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,2/1/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,2/2/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,2/3/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,2/4/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,2/5/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,2/6/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,2/7/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,2/8/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,2/9/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,2/10/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,2/11/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,2/12/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,2/13/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,2/14/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,2/15/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,2/16/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,2/17/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,2/18/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,2/19/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,2/20/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,2/21/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,2/22/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,2/23/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,2/24/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,2/25/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,2/26/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,2/27/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,2/28/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,2/29/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,3/1/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,3/2/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,3/3/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,3/4/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,3/5/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,3/6/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,3/7/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,3/8/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,3/9/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,3/10/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,3/11/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,3/12/20,0,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,3/13/20,1,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,3/14/20,1,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,3/15/20,1,0,0,1
JHU,JHU,JHU,Antigua and Barbuda|total,Antigua and Barbuda,total,3/16/20,1,0,0,1
Multiple,Multiple,Multiple,Antigua and Barbuda|total,Antigua and Barbuda,total,3/17/20,1,0,0,1
Multiple,Multiple,Multiple,Antigua and Barbuda|total,Antigua and Barbuda,total,3/18/20,1,0,0,1
Multiple,Multiple,Multiple,Antigua and Barbuda|total,Antigua and Barbuda,total,3/19/20,1,0,0,1
Multiple,Multiple,Multiple,Antigua and Barbuda|total,Antigua and Barbuda,total,3/20/20,1,0,0,1
Multiple,Multiple,Multiple,Antigua and Barbuda|total,Antigua and Barbuda,total,3/21/20,1,0,0,1
Multiple,Multiple,Multiple,Antigua and Barbuda|total,Antigua and Barbuda,total,3/22/2020,1,0,0,1
JHU,JHU,JHU,Argentina|total,Argentina,total,1/22/20,0,0,0,1
JHU,JHU,JHU,Argentina|total,Argentina,total,1/23/20,0,0,0,1
JHU,JHU,JHU,Argentina|total,Argentina,total,1/24/20,0,0,0,1
JHU,JHU,JHU,Argentina|total,Argentina,total,1/25/20,0,0,0,1
JHU,JHU,JHU,Argentina|total,Argentina,total,1/26/20,0,0,0,1
JHU,JHU,JHU,Argentina|total,Argentina,total,1/27/20,0,0,0,1
JHU,JHU,JHU,Argentina|total,Argentina,total,1/28/20,0,0,0,1
JHU,JHU,JHU,Argentina|total,Argentina,total,1/29/20,0,0,0,1
JHU,JHU,JHU,Argentina|total,Argentina,total,1/30/20,0,0,0,1
JHU,JHU,JHU,Argentina|total,Argentina,total,1/31/20,0,0,0,1
JHU,JHU,JHU,Argentina|total,Argentina,total,2/1/20,0,0,0,1
JHU,JHU,JHU,Argentina|total,Argentina,total,2/2/20,0,0,0,1
JHU,JHU,JHU,Argentina|total,Argentina,total,2/3/20,0,0,0,1
JHU,JHU,JHU,Argentina|total,Argentina,total,2/4/20,0,0,0,1
JHU,JHU,JHU,Argentina|total,Argentina,total,2/5/20,0,0,0,1
JHU,JHU,JHU,Argentina|total,Argentina,total,2/6/20,0,0,0,1
JHU,JHU,JHU,Argentina|total,Argentina,total,2/7/20,0,0,0,1
JHU,JHU,JHU,Argentina|total,Argentina,total,2/8/20,0,0,0,1
JHU,JHU,JHU,Argentina|total,Argentina,total,2/9/20,0,0,0,1
